101, 235847.11871183143
101, 235847.11871183143// Mejor global
102, 235594.2567366597
102, 235594.2567366597// Mejor global
103, 235222.4814156748
103, 235222.4814156748// Mejor global
104, 234842.3837449691
104, 234842.3837449691// Mejor global
105, 234468.13278083227
105, 234468.13278083227// Mejor global
106, 234431.3721771029
106, 234431.3721771029// Mejor global
107, 233462.7975631809
107, 233462.7975631809// Mejor global
108, 233361.60588585745
108, 233361.60588585745// Mejor global
109, 233194.3808912104
109, 233194.3808912104// Mejor global
110, 233099.06752308187
110, 233099.06752308187// Mejor global
111, 232999.4915590261
111, 232999.4915590261// Mejor global
112, 232851.85575689253
112, 232851.85575689253// Mejor global
113, 232751.85575689253
113, 232751.85575689253// Mejor global
114, 232691.49143888956
114, 232691.49143888956// Mejor global
115, 232441.1980142571
115, 232441.1980142571// Mejor global
116, 232251.1933784394
116, 232251.1933784394// Mejor global
117, 232051.1933784394
117, 232051.1933784394// Mejor global
118, 231829.49511636782
118, 231829.49511636782// Mejor global
119, 231408.2028557808
119, 231408.2028557808// Mejor global
120, 231060.85953402455
120, 231060.85953402455// Mejor global
121, 230917.9600497787
121, 230917.9600497787// Mejor global
122, 230741.59727656218
122, 230741.59727656218// Mejor global
123, 230627.8824513369
123, 230627.8824513369// Mejor global
124, 230627.8824513369
124, 230627.8824513369// Mejor global
125, 230504.49084358005
125, 230504.49084358005// Mejor global
126, 230352.41610591425
126, 230352.41610591425// Mejor global
127, 230352.41610591425
127, 230352.41610591425// Mejor global
128, 229721.60119168565
128, 229721.60119168565// Mejor global
129, 229392.71853910698
129, 229392.71853910698// Mejor global
130, 229116.62169160726
130, 229116.62169160726// Mejor global
131, 228897.1133231289
131, 228897.1133231289// Mejor global
132, 228505.28368010937
132, 228505.28368010937// Mejor global
133, 228324.68815081246
133, 228324.68815081246// Mejor global
134, 228186.2749879192
134, 228186.2749879192// Mejor global
135, 228122.95958780707
135, 228122.95958780707// Mejor global
136, 228122.95958780707
136, 228122.95958780707// Mejor global
137, 227975.9014461133
137, 227975.9014461133// Mejor global
138, 227975.9014461133
138, 227975.9014461133// Mejor global
139, 227971.28401913634
139, 227971.28401913634// Mejor global
140, 227942.50880110802
140, 227942.50880110802// Mejor global
141, 227723.52979060027
141, 227723.52979060027// Mejor global
142, 227683.78509675054
142, 227683.78509675054// Mejor global
143, 227683.78509675054
143, 227683.78509675054// Mejor global
144, 227513.73228787605
144, 227513.73228787605// Mejor global
145, 227513.73228787605
145, 227513.73228787605// Mejor global
146, 227357.39394984426
146, 227357.39394984426// Mejor global
147, 227019.06869405694
147, 227019.06869405694// Mejor global
148, 226819.06869405694
148, 226819.06869405694// Mejor global
149, 226818.32219600774
149, 226818.32219600774// Mejor global
150, 226409.2599243104
150, 226409.2599243104// Mejor global
151, 226050.86908071395
151, 226050.86908071395// Mejor global
152, 225922.06527143662
152, 225922.06527143662// Mejor global
153, 225915.0713885699
153, 225915.0713885699// Mejor global
154, 225601.5989823353
154, 225601.5989823353// Mejor global
155, 225601.5989823353
155, 225601.5989823353// Mejor global
156, 225601.5989823353
156, 225601.5989823353// Mejor global
157, 225601.5989823353
157, 225601.5989823353// Mejor global
158, 225601.5989823353
158, 225601.5989823353// Mejor global
159, 225601.5989823353
159, 225601.5989823353// Mejor global
160, 225449.123409582
160, 225449.123409582// Mejor global
161, 225449.123409582
161, 225449.123409582// Mejor global
162, 225230.52942934568
162, 225230.52942934568// Mejor global
163, 225035.66954466485
163, 225035.66954466485// Mejor global
164, 225035.66954466485
164, 225035.66954466485// Mejor global
165, 225003.76256423478
165, 225003.76256423478// Mejor global
166, 224957.1081332
166, 224957.1081332// Mejor global
167, 224756.7846128529
167, 224756.7846128529// Mejor global
168, 224548.1254996204
168, 224548.1254996204// Mejor global
169, 224447.69327794528
169, 224447.69327794528// Mejor global
170, 224130.82766184205
170, 224130.82766184205// Mejor global
171, 224130.82766184205
171, 224130.82766184205// Mejor global
172, 224108.59680381962
172, 224108.59680381962// Mejor global
173, 224108.59680381962
173, 224108.59680381962// Mejor global
174, 224108.59680381962
174, 224108.59680381962// Mejor global
175, 224094.50509512046
175, 224094.50509512046// Mejor global
176, 224066.68303093064
176, 224066.68303093064// Mejor global
177, 224016.79372960795
177, 224016.79372960795// Mejor global
178, 224016.79372960795
178, 224016.79372960795// Mejor global
179, 224007.7407438842
179, 224007.7407438842// Mejor global
180, 224007.7407438842
180, 224007.7407438842// Mejor global
181, 223826.8417272928
181, 223826.8417272928// Mejor global
182, 223826.8417272928
182, 223826.8417272928// Mejor global
183, 223805.35638221088
183, 223805.35638221088// Mejor global
184, 223805.35638221088
184, 223805.35638221088// Mejor global
185, 223800.96033551762
185, 223800.96033551762// Mejor global
186, 223527.96423513626
186, 223527.96423513626// Mejor global
187, 223367.06097794083
187, 223367.06097794083// Mejor global
188, 223367.06097794083
188, 223367.06097794083// Mejor global
189, 223362.15386372144
189, 223362.15386372144// Mejor global
190, 223362.15386372144
190, 223362.15386372144// Mejor global
191, 223112.49238597075
191, 223112.49238597075// Mejor global
192, 223100.3027668879
192, 223100.3027668879// Mejor global
193, 223093.4456465055
193, 223093.4456465055// Mejor global
194, 223084.13068207167
194, 223084.13068207167// Mejor global
195, 223084.13068207167
195, 223084.13068207167// Mejor global
196, 223084.13068207167
196, 223084.13068207167// Mejor global
197, 223084.13068207167
197, 223084.13068207167// Mejor global
198, 223084.13068207167
198, 223084.13068207167// Mejor global
199, 223084.13068207167
199, 223084.13068207167// Mejor global
200, 223017.3027447247
200, 223017.3027447247// Mejor global
201, 223017.3027447247
201, 223017.3027447247// Mejor global
202, 222974.37245219288
202, 222974.37245219288// Mejor global
203, 222974.37245219288
203, 222974.37245219288// Mejor global
204, 222974.37245219288
204, 222974.37245219288// Mejor global
205, 222974.37245219288
205, 222974.37245219288// Mejor global
206, 222974.37245219288
206, 222974.37245219288// Mejor global
207, 222974.37245219288
207, 222974.37245219288// Mejor global
208, 222974.37245219288
208, 222974.37245219288// Mejor global
209, 222974.37245219288
209, 222974.37245219288// Mejor global
210, 222927.30039074773
210, 222927.30039074773// Mejor global
211, 222920.57619730156
211, 222920.57619730156// Mejor global
212, 222920.57619730156
212, 222920.57619730156// Mejor global
213, 222920.57619730156
213, 222920.57619730156// Mejor global
214, 222920.57619730156
214, 222920.57619730156// Mejor global
215, 222920.57619730156
215, 222920.57619730156// Mejor global
216, 222902.07395488903
216, 222902.07395488903// Mejor global
217, 222875.53889770457
217, 222875.53889770457// Mejor global
218, 222875.53889770457
218, 222875.53889770457// Mejor global
219, 222706.4731972703
219, 222706.4731972703// Mejor global
220, 222653.84836440347
220, 222653.84836440347// Mejor global
221, 222653.84836440347
221, 222653.84836440347// Mejor global
222, 222653.84836440347
222, 222653.84836440347// Mejor global
223, 222474.49575253326
223, 222474.49575253326// Mejor global
224, 222407.2215590493
224, 222407.2215590493// Mejor global
225, 222407.2215590493
225, 222407.2215590493// Mejor global
226, 222407.2215590493
226, 222407.2215590493// Mejor global
227, 222173.0226033646
227, 222173.0226033646// Mejor global
228, 222097.0116530596
228, 222097.0116530596// Mejor global
229, 222097.0116530596
229, 222097.0116530596// Mejor global
230, 222037.38820943603
230, 222037.38820943603// Mejor global
231, 221986.4654692291
231, 221986.4654692291// Mejor global
232, 221986.4654692291
232, 221986.4654692291// Mejor global
233, 221975.9870591152
233, 221975.9870591152// Mejor global
234, 221975.67666134893
234, 221975.67666134893// Mejor global
235, 221975.67666134893
235, 221975.67666134893// Mejor global
236, 221960.54320180445
236, 221960.54320180445// Mejor global
237, 221960.54320180445
237, 221960.54320180445// Mejor global
238, 221960.54320180445
238, 221960.54320180445// Mejor global
239, 221960.54320180445
239, 221960.54320180445// Mejor global
240, 221708.66595787666
240, 221708.66595787666// Mejor global
241, 221708.66595787666
241, 221708.66595787666// Mejor global
242, 221642.50193743652
242, 221642.50193743652// Mejor global
243, 221602.75095471542
243, 221602.75095471542// Mejor global
244, 221602.75095471542
244, 221602.75095471542// Mejor global
245, 221446.66010089446
245, 221446.66010089446// Mejor global
246, 221446.66010089446
246, 221446.66010089446// Mejor global
247, 221446.66010089446
247, 221446.66010089446// Mejor global
248, 221446.66010089446
248, 221446.66010089446// Mejor global
249, 221162.09478785418
249, 221162.09478785418// Mejor global
250, 221162.09478785418
250, 221162.09478785418// Mejor global
251, 218542.9195081783
251, 218542.9195081783// Mejor global
252, 218066.5652489418
252, 218066.5652489418// Mejor global
253, 218066.5652489418
253, 218066.5652489418// Mejor global
254, 217995.28806174346
254, 217995.28806174346// Mejor global
255, 216009.57304632154
255, 216009.57304632154// Mejor global
256, 215863.50089190045
256, 215863.50089190045// Mejor global
257, 215772.20640536206
257, 215772.20640536206// Mejor global
258, 215772.20640536206
258, 215772.20640536206// Mejor global
259, 215323.96035609904
259, 215323.96035609904// Mejor global
260, 215323.96035609904
260, 215323.96035609904// Mejor global
261, 215314.8256116602
261, 215314.8256116602// Mejor global
262, 215314.8256116602
262, 215314.8256116602// Mejor global
263, 215314.8256116602
263, 215314.8256116602// Mejor global
264, 215262.35423963246
264, 215262.35423963246// Mejor global
265, 215262.35423963246
265, 215262.35423963246// Mejor global
266, 215262.35423963246
266, 215262.35423963246// Mejor global
267, 215262.35423963246
267, 215262.35423963246// Mejor global
268, 215099.10375872385
268, 215099.10375872385// Mejor global
269, 215082.49329714844
269, 215082.49329714844// Mejor global
270, 215082.49329714844
270, 215082.49329714844// Mejor global
271, 215021.62234355902
271, 215021.62234355902// Mejor global
272, 215021.62234355902
272, 215021.62234355902// Mejor global
273, 215010.94967153197
273, 215010.94967153197// Mejor global
274, 214940.44626019997
274, 214940.44626019997// Mejor global
275, 214838.22179568035
275, 214838.22179568035// Mejor global
276, 214559.30144154895
276, 214559.30144154895// Mejor global
277, 214559.30144154895
277, 214559.30144154895// Mejor global
278, 214559.30144154895
278, 214559.30144154895// Mejor global
279, 214559.30144154895
279, 214559.30144154895// Mejor global
280, 214359.30144154895
280, 214359.30144154895// Mejor global
281, 214359.30144154895
281, 214359.30144154895// Mejor global
282, 214359.30144154895
282, 214359.30144154895// Mejor global
283, 214159.30144154895
283, 214159.30144154895// Mejor global
284, 214138.23181208756
284, 214138.23181208756// Mejor global
285, 214138.23181208756
285, 214138.23181208756// Mejor global
286, 214138.23181208756
286, 214138.23181208756// Mejor global
287, 214102.45055114312
287, 214102.45055114312// Mejor global
288, 214094.45203324573
288, 214094.45203324573// Mejor global
289, 214094.45203324573
289, 214094.45203324573// Mejor global
290, 214094.45203324573
290, 214094.45203324573// Mejor global
291, 214078.8514355691
291, 214078.8514355691// Mejor global
292, 214078.8514355691
292, 214078.8514355691// Mejor global
293, 214042.7997323774
293, 214042.7997323774// Mejor global
294, 214042.7997323774
294, 214042.7997323774// Mejor global
295, 214042.7997323774
295, 214042.7997323774// Mejor global
296, 214042.7997323774
296, 214042.7997323774// Mejor global
297, 214006.56809455281
297, 214006.56809455281// Mejor global
298, 213859.09546673147
298, 213859.09546673147// Mejor global
299, 213859.09546673147
299, 213859.09546673147// Mejor global
300, 213859.09546673147
300, 213859.09546673147// Mejor global
301, 213859.09546673147
301, 213859.09546673147// Mejor global
302, 213725.0665048047
302, 213725.0665048047// Mejor global
303, 213725.0665048047
303, 213725.0665048047// Mejor global
304, 213725.0665048047
304, 213725.0665048047// Mejor global
305, 213717.06268467027
305, 213717.06268467027// Mejor global
306, 213717.06268467027
306, 213717.06268467027// Mejor global
307, 213394.92037117487
307, 213394.92037117487// Mejor global
308, 213394.92037117487
308, 213394.92037117487// Mejor global
309, 212994.92037117487
309, 212994.92037117487// Mejor global
310, 212773.13316857626
310, 212773.13316857626// Mejor global
311, 212773.13316857626
311, 212773.13316857626// Mejor global
312, 212773.13316857626
312, 212773.13316857626// Mejor global
313, 212773.13316857626
313, 212773.13316857626// Mejor global
314, 212773.13316857626
314, 212773.13316857626// Mejor global
315, 212773.13316857626
315, 212773.13316857626// Mejor global
316, 212773.13316857626
316, 212773.13316857626// Mejor global
317, 212773.13316857626
317, 212773.13316857626// Mejor global
318, 212770.71018062468
318, 212770.71018062468// Mejor global
319, 212770.71018062468
319, 212770.71018062468// Mejor global
320, 212747.34723004798
320, 212747.34723004798// Mejor global
321, 212747.34723004798
321, 212747.34723004798// Mejor global
322, 212747.34723004798
322, 212747.34723004798// Mejor global
323, 212747.34723004798
323, 212747.34723004798// Mejor global
324, 212747.34723004798
324, 212747.34723004798// Mejor global
325, 212158.00901630742
325, 212158.00901630742// Mejor global
326, 212158.00901630742
326, 212158.00901630742// Mejor global
327, 212110.91156482292
327, 212110.91156482292// Mejor global
328, 212110.91156482292
328, 212110.91156482292// Mejor global
329, 212110.91156482292
329, 212110.91156482292// Mejor global
330, 212110.91156482292
330, 212110.91156482292// Mejor global
331, 211919.64752047704
331, 211919.64752047704// Mejor global
332, 211873.77219473454
332, 211873.77219473454// Mejor global
333, 211873.77219473454
333, 211873.77219473454// Mejor global
334, 209144.1495861768
334, 209144.1495861768// Mejor global
335, 209144.1495861768
335, 209144.1495861768// Mejor global
336, 209144.1495861768
336, 209144.1495861768// Mejor global
337, 209144.1495861768
337, 209144.1495861768// Mejor global
338, 209144.1495861768
338, 209144.1495861768// Mejor global
339, 209144.1495861768
339, 209144.1495861768// Mejor global
340, 209144.1495861768
340, 209144.1495861768// Mejor global
341, 209144.1495861768
341, 209144.1495861768// Mejor global
342, 209144.1495861768
342, 209144.1495861768// Mejor global
343, 209144.1495861768
343, 209144.1495861768// Mejor global
344, 209144.1495861768
344, 209144.1495861768// Mejor global
345, 209144.1495861768
345, 209144.1495861768// Mejor global
346, 209144.1495861768
346, 209144.1495861768// Mejor global
347, 208647.68154912288
347, 208647.68154912288// Mejor global
348, 208647.68154912288
348, 208647.68154912288// Mejor global
349, 208647.68154912288
349, 208647.68154912288// Mejor global
350, 208568.1810343314
350, 208568.1810343314// Mejor global
351, 208568.1810343314
351, 208568.1810343314// Mejor global
352, 208568.1810343314
352, 208568.1810343314// Mejor global
353, 208558.4967333436
353, 208558.4967333436// Mejor global
354, 208558.4967333436
354, 208558.4967333436// Mejor global
355, 208358.4967333436
355, 208358.4967333436// Mejor global
356, 208358.4967333436
356, 208358.4967333436// Mejor global
357, 208237.6402826883
357, 208237.6402826883// Mejor global
358, 208237.6402826883
358, 208237.6402826883// Mejor global
359, 208237.6402826883
359, 208237.6402826883// Mejor global
360, 208213.70662495532
360, 208213.70662495532// Mejor global
361, 208213.70662495532
361, 208213.70662495532// Mejor global
362, 208213.70662495532
362, 208213.70662495532// Mejor global
363, 208013.70662495532
363, 208013.70662495532// Mejor global
364, 208013.70662495532
364, 208013.70662495532// Mejor global
365, 208013.70662495532
365, 208013.70662495532// Mejor global
366, 208013.70662495532
366, 208013.70662495532// Mejor global
367, 208013.70662495532
367, 208013.70662495532// Mejor global
368, 208013.70662495532
368, 208013.70662495532// Mejor global
369, 207858.3332932482
369, 207858.3332932482// Mejor global
370, 207858.3332932482
370, 207858.3332932482// Mejor global
371, 207858.3332932482
371, 207858.3332932482// Mejor global
372, 207821.1099195959
372, 207821.1099195959// Mejor global
373, 207821.1099195959
373, 207821.1099195959// Mejor global
374, 207821.1099195959
374, 207821.1099195959// Mejor global
375, 207821.1099195959
375, 207821.1099195959// Mejor global
376, 207821.1099195959
376, 207821.1099195959// Mejor global
377, 207821.1099195959
377, 207821.1099195959// Mejor global
378, 207821.1099195959
378, 207821.1099195959// Mejor global
379, 207821.1099195959
379, 207821.1099195959// Mejor global
380, 207815.58397706255
380, 207815.58397706255// Mejor global
381, 207815.58397706255
381, 207815.58397706255// Mejor global
382, 207815.58397706255
382, 207815.58397706255// Mejor global
383, 207815.58397706255
383, 207815.58397706255// Mejor global
384, 207815.58397706255
384, 207815.58397706255// Mejor global
385, 207815.58397706255
385, 207815.58397706255// Mejor global
386, 207815.58397706255
386, 207815.58397706255// Mejor global
387, 207796.4862413571
387, 207796.4862413571// Mejor global
388, 207796.4862413571
388, 207796.4862413571// Mejor global
389, 207796.4862413571
389, 207796.4862413571// Mejor global
390, 207796.4862413571
390, 207796.4862413571// Mejor global
391, 207796.4862413571
391, 207796.4862413571// Mejor global
392, 207796.4862413571
392, 207796.4862413571// Mejor global
393, 207796.4862413571
393, 207796.4862413571// Mejor global
394, 207796.4862413571
394, 207796.4862413571// Mejor global
395, 207796.4862413571
395, 207796.4862413571// Mejor global
396, 207727.23572706332
396, 207727.23572706332// Mejor global
397, 207674.44831534967
397, 207674.44831534967// Mejor global
398, 207674.44831534967
398, 207674.44831534967// Mejor global
399, 207608.73084116442
399, 207608.73084116442// Mejor global
400, 207605.14463165996
400, 207605.14463165996// Mejor global
401, 207566.16977187904
401, 207566.16977187904// Mejor global
402, 207566.16977187904
402, 207566.16977187904// Mejor global
403, 207566.16977187904
403, 207566.16977187904// Mejor global
404, 207566.16977187904
404, 207566.16977187904// Mejor global
405, 207566.16977187904
405, 207566.16977187904// Mejor global
406, 207566.16977187904
406, 207566.16977187904// Mejor global
407, 207566.16977187904
407, 207566.16977187904// Mejor global
408, 207423.06536608032
408, 207423.06536608032// Mejor global
409, 207063.96972258235
409, 207063.96972258235// Mejor global
410, 206978.2445291308
410, 206978.2445291308// Mejor global
411, 206978.2445291308
411, 206978.2445291308// Mejor global
412, 206898.79225394566
412, 206898.79225394566// Mejor global
413, 206896.68340206094
413, 206896.68340206094// Mejor global
414, 206896.68340206094
414, 206896.68340206094// Mejor global
415, 206896.68340206094
415, 206896.68340206094// Mejor global
416, 206896.68340206094
416, 206896.68340206094// Mejor global
417, 206875.89624114733
417, 206875.89624114733// Mejor global
418, 206875.89624114733
418, 206875.89624114733// Mejor global
419, 206875.89624114733
419, 206875.89624114733// Mejor global
420, 206875.89624114733
420, 206875.89624114733// Mejor global
421, 206875.89624114733
421, 206875.89624114733// Mejor global
422, 206875.89624114733
422, 206875.89624114733// Mejor global
423, 206875.89624114733
423, 206875.89624114733// Mejor global
424, 206875.89624114733
424, 206875.89624114733// Mejor global
425, 206855.89350135878
425, 206855.89350135878// Mejor global
426, 206792.79578765403
426, 206792.79578765403// Mejor global
427, 206792.79578765403
427, 206792.79578765403// Mejor global
428, 205227.31854529216
428, 205227.31854529216// Mejor global
429, 205227.31854529216
429, 205227.31854529216// Mejor global
430, 205227.31854529216
430, 205227.31854529216// Mejor global
431, 205227.31854529216
431, 205227.31854529216// Mejor global
432, 205227.31854529216
432, 205227.31854529216// Mejor global
433, 205227.31854529216
433, 205227.31854529216// Mejor global
434, 205227.31854529216
434, 205227.31854529216// Mejor global
435, 205222.74586031685
435, 205222.74586031685// Mejor global
436, 205222.74586031685
436, 205222.74586031685// Mejor global
437, 205222.74586031685
437, 205222.74586031685// Mejor global
438, 205222.74586031685
438, 205222.74586031685// Mejor global
439, 205222.74586031685
439, 205222.74586031685// Mejor global
440, 205222.74586031685
440, 205222.74586031685// Mejor global
441, 205222.74586031685
441, 205222.74586031685// Mejor global
442, 205036.93391601284
442, 205036.93391601284// Mejor global
443, 205036.93391601284
443, 205036.93391601284// Mejor global
444, 205036.93391601284
444, 205036.93391601284// Mejor global
445, 205036.93391601284
445, 205036.93391601284// Mejor global
446, 205036.93391601284
446, 205036.93391601284// Mejor global
447, 205036.93391601284
447, 205036.93391601284// Mejor global
448, 205036.93391601284
448, 205036.93391601284// Mejor global
449, 205036.93391601284
449, 205036.93391601284// Mejor global
450, 205036.93391601284
450, 205036.93391601284// Mejor global
451, 205036.93391601284
451, 205036.93391601284// Mejor global
452, 205020.42410171876
452, 205020.42410171876// Mejor global
453, 204861.59298094615
453, 204861.59298094615// Mejor global
454, 204861.59298094615
454, 204861.59298094615// Mejor global
455, 204858.65896040425
455, 204858.65896040425// Mejor global
456, 204858.65896040425
456, 204858.65896040425// Mejor global
457, 204858.65896040425
457, 204858.65896040425// Mejor global
458, 204858.65896040425
458, 204858.65896040425// Mejor global
459, 204858.65896040425
459, 204858.65896040425// Mejor global
460, 204858.65896040425
460, 204858.65896040425// Mejor global
461, 204858.65896040425
461, 204858.65896040425// Mejor global
462, 204858.65896040425
462, 204858.65896040425// Mejor global
463, 204858.65896040425
463, 204858.65896040425// Mejor global
464, 204858.65896040425
464, 204858.65896040425// Mejor global
465, 204858.65896040425
465, 204858.65896040425// Mejor global
466, 204858.65896040425
466, 204858.65896040425// Mejor global
467, 204858.65896040425
467, 204858.65896040425// Mejor global
468, 204858.65896040425
468, 204858.65896040425// Mejor global
469, 204858.65896040425
469, 204858.65896040425// Mejor global
470, 204858.65896040425
470, 204858.65896040425// Mejor global
471, 204793.14004823327
471, 204793.14004823327// Mejor global
472, 204793.14004823327
472, 204793.14004823327// Mejor global
473, 204793.14004823327
473, 204793.14004823327// Mejor global
474, 204726.37983928397
474, 204726.37983928397// Mejor global
475, 204726.37983928397
475, 204726.37983928397// Mejor global
476, 204726.37983928397
476, 204726.37983928397// Mejor global
477, 204726.37983928397
477, 204726.37983928397// Mejor global
478, 204726.37983928397
478, 204726.37983928397// Mejor global
479, 204726.37983928397
479, 204726.37983928397// Mejor global
480, 204726.37983928397
480, 204726.37983928397// Mejor global
481, 204726.37983928397
481, 204726.37983928397// Mejor global
482, 204726.37983928397
482, 204726.37983928397// Mejor global
483, 204726.37983928397
483, 204726.37983928397// Mejor global
484, 204726.37983928397
484, 204726.37983928397// Mejor global
485, 204726.37983928397
485, 204726.37983928397// Mejor global
486, 204726.37983928397
486, 204726.37983928397// Mejor global
487, 204726.37983928397
487, 204726.37983928397// Mejor global
488, 204726.37983928397
488, 204726.37983928397// Mejor global
489, 204726.37983928397
489, 204726.37983928397// Mejor global
490, 204726.37983928397
490, 204726.37983928397// Mejor global
491, 204726.37983928397
491, 204726.37983928397// Mejor global
492, 204726.37983928397
492, 204726.37983928397// Mejor global
493, 204726.37983928397
493, 204726.37983928397// Mejor global
494, 204726.37983928397
494, 204726.37983928397// Mejor global
495, 204726.37983928397
495, 204726.37983928397// Mejor global
496, 204726.37983928397
496, 204726.37983928397// Mejor global
497, 204726.37983928397
497, 204726.37983928397// Mejor global
498, 204726.37983928397
498, 204726.37983928397// Mejor global
499, 204726.37983928397
499, 204726.37983928397// Mejor global
500, 204726.37983928397
500, 204726.37983928397// Mejor global
501, 204726.37983928397
501, 204726.37983928397// Mejor global
502, 204726.37983928397
